title,genres,product rating,user score,user ratings count,platform,metascore,metascore_count,img,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release date,last_update
Warcraft III: Reign of Chaos,Real-Time Strategy,Rated T For Teen,9.2,2461.0,PC,92,40,/games/boxart/full_6504358AmericaFrontccc.jpg,Blizzard Entertainment,Blizzard Entertainment,9.3,,,,,,2002-07-03,2018-11-23
Sonic Adventure 2,3D Platformer,Rated E For Everyone,8.4,366.0,DC,89,18,/games/boxart/8754401ccc.png,Sega,Sonic Team,8.9,0.12,,0.12,,,2001-06-18,
Sonic Adventure 2,3D Platformer,Rated E For Everyone,8.4,366.0,X360,60,8,/games/boxart/default.jpg,Sega,Sonic Team,,,,,,,2012-10-05,
Sonic Adventure 2,3D Platformer,Rated E For Everyone,8.4,366.0,PS3,65,6,/games/boxart/full_7077545AmericaFrontccc.png,Sega,Sonic Team,,,,,,,2012-10-02,
Prince of Persia: The Two Thrones,Linear Action Adventure,Rated M For Mature,7.5,42.0,XB,85,46,/games/boxart/9923365ccc.jpg,Ubisoft,Ubisoft Montreal,,0.58,0.33,,0.22,0.03,2005-12-01,
Prince of Persia: The Two Thrones,Linear Action Adventure,Rated M For Mature,7.5,42.0,PS2,85,46,/games/boxart/full_6382876AmericaFrontccc.jpg,Ubisoft,Ubisoft Montreal,,0.68,0.57,,0.02,0.09,2005-12-01,
Prince of Persia: The Two Thrones,Linear Action Adventure,Rated M For Mature,7.5,42.0,PC,85,29,/games/boxart/7827090ccc.jpg,Ubisoft,Ubisoft Montreal,,0.0,,,0.0,0.0,2005-12-01,
Prince of Persia: The Two Thrones,Linear Action Adventure,Rated M For Mature,7.5,42.0,GC,84,34,/games/boxart/8686198ccc.jpg,Ubisoft,Ubisoft Montreal,8.7,0.15,0.11,,0.03,0.0,2005-12-01,
To the Moon,Adventure,,8.9,1529.0,PC,81,26,/games/boxart/full_to-the-moon_453AmericaFront.png,Unknown,Freebird Games,8.5,,,,,,2011-11-01,
NFL Head Coach 09,Football Sim,Rated E For Everyone,5.2,5.0,X360,67,14,/games/boxart/3782060ccc.jpg,EA Sports,EA Tiburon,,0.11,0.11,,,0.01,2008-09-03,
NFL Head Coach 09,Football Sim,Rated E For Everyone,5.2,5.0,PS3,64,12,/games/boxart/561154ccc.jpg,EA Sports,EA Tiburon,,0.14,0.13,,,0.01,2008-09-03,
Have a Nice Death,2D Platformer,,7.7,46.0,PC,81,27,/games/boxart/full_4463248AmericaFrontccc.jpg,Unknown,Magic Design Studios,,,,,,,3/22/2023,2023-03-22
Have a Nice Death,2D Platformer,,7.7,46.0,NS,78,16,/games/boxart/full_4272115AmericaFrontccc.jpg,Unknown,Magic Design Studios,,,,,,,3/22/2023,2023-03-22
Have a Nice Death,2D Platformer,,7.7,46.0,PS5,77,5,/games/boxart/full_2903965AmericaFrontccc.jpg,Unknown,Magic Design Studios,,,,,,,3/22/2023,2023-12-06
Have a Nice Death,2D Platformer,,7.7,46.0,XOne,tbd,1,/games/boxart/full_6760920AmericaFrontccc.jpg,Unknown,Magic Design Studios,,,,,,,3/22/2023,2023-12-06
Buzz! Master Quiz,Trivia,Rated E +10 For Everyone +10,,,PSP,68,31,/games/boxart/full_8843320AmericaFrontccc.jpg,Sony Computer Entertainment,Relentless Software,7.0,0.9,0.22,,0.44,0.24,2008-09-23,
Smash Court Tennis 3,Tennis,Rated E For Everyone,,,PSP,68,30,/games/boxart/full_4716376AmericaFrontccc.jpg,Namco Bandai,Namco Bandai Games America,,0.05,0.01,0.01,0.01,0.01,2007-07-16,
Smash Court Tennis 3,Tennis,Rated E For Everyone,,,X360,55,32,/games/boxart/full_2013676AmericaFrontccc.jpg,Atari,Namco Bandai Games America,,0.11,0.08,,0.02,0.01,2008-08-19,
Mortal Shell,Action RPG,Rated M For Mature,6.3,456.0,PC,76,46,/games/boxart/full_3684742AmericaFrontccc.jpg,Playstack,Cold Symmetry,,,,,,,2020-08-18,2020-08-16
Mortal Shell,Action RPG,Rated M For Mature,6.3,456.0,PS4,76,32,/games/boxart/full_1488962AmericaFrontccc.jpg,Playstack,Cold Symmetry,,,,,,,2020-08-18,2020-08-16
Mortal Shell,Action RPG,Rated M For Mature,6.3,456.0,XOne,75,15,/games/boxart/full_8252910AmericaFrontccc.jpg,Playstack,Cold Symmetry,,,,,,,2020-08-18,2020-08-16
Depth,FPS,,7.7,128.0,PC,65,7,/games/boxart/full_7552531AmericaFrontccc.jpg,Digital Confectioners,Digital Confectioners,,,,,,,2014-11-03,2021-08-16
Natsuki Chronicles,Horizontal Shoot-'Em-Up,,6.5,6.0,PC,tbd,2,/games/boxart/full_2261358AmericaFrontccc.jpg,Unknown,Qute Corporation,,,,,,,2/18/2021,2021-02-27
Natsuki Chronicles,Horizontal Shoot-'Em-Up,,6.5,6.0,PS4,80,14,/games/boxart/full_9839909AmericaFrontccc.jpg,Unknown,Qute Corporation,,,,,,,2/18/2021,2021-02-27
GT Advance 3: Pro Concept Racing,Auto Racing Sim,Rated E For Everyone,,,GBA,74,14,/games/boxart/full_4900982AmericaFrontccc.jpg,THQ,MTO,7.7,0.08,0.05,,0.02,0.0,2002-04-26,
Shin Megami Tensei IV,JRPG,Rated M For Mature,7.2,637.0,3DS,83,48,/games/boxart/full_8281780AmericaFrontccc.jpg,Atlus,Atlus,8.3,,,,,,2013-07-16,2020-08-05
Marvel Super Hero Squad: The Infinity Gauntlet,Action,Rated E +10 For Everyone +10,7.0,9.0,X360,55,10,/games/boxart/full_marvel-super-hero-squad-the-infinity-gauntlet_8AmericaFront.jpg,THQ,THQ,,0.15,0.12,,0.02,0.01,2010-11-16,
Marvel Super Hero Squad: The Infinity Gauntlet,Action,Rated E +10 For Everyone +10,7.0,9.0,3DS,54,4,/games/boxart/full_marvel-super-hero-squad-the-infinity-gauntlet_299AmericaFront.jpg,THQ,THQ,4.8,0.1,0.07,,0.03,0.01,2011-10-11,
Marvel Super Hero Squad: The Infinity Gauntlet,Action,Rated E +10 For Everyone +10,7.0,9.0,PS3,54,6,/games/boxart/full_marvel-super-hero-squad-the-infinity-gauntlet_4AmericaFront.jpg,THQ,THQ,,0.17,0.12,,0.03,0.02,2010-11-16,
Marvel Super Hero Squad: The Infinity Gauntlet,Action,Rated E +10 For Everyone +10,7.0,9.0,Wii,49,6,/games/boxart/full_marvel-super-hero-squad-the-infinity-gauntlet_7AmericaFront.jpg,THQ,Griptonite Games,,0.27,0.21,,0.04,0.02,2010-11-16,
SWAT: Target Liberty,Third Person Shooter,Rated T For Teen,6.2,5.0,PSP,50,26,/games/boxart/6509436ccc.jpg,Sierra Entertainment,3G Studios,,0.04,0.03,,0.0,0.0,2007-10-16,
Emergency Heroes,Auto Racing,Rated E +10 For Everyone +10,5.5,13.0,Wii,41,12,/games/boxart/1143092ccc.jpg,Ubisoft,Ubisoft Barcelona / Ubisoft Reflections,,0.47,0.14,,0.27,0.05,2008-05-27,
Dave Mirra Freestyle BMX: Maximum Remix,Biking,Rated E For Everyone,5.7,6.0,PS,67,11,/games/boxart/full_6447584AmericaFrontccc.jpg,Acclaim Entertainment,"Z-Axis, Ltd.",,0.27,0.15,,0.1,0.02,2001-05-21,
Vroom in the Night Sky,Biking,Rated E For Everyone,3.2,111.0,NS,17,15,/games/boxart/full_7819812AmericaFrontccc.png,Poisoft,Poisoft,,,,,,,2017-04-05,2018-03-26
RIGS: Mechanized Combat League,Vehicle Combat Sim,Rated T For Teen,7.6,126.0,PS4,78,45,/games/boxart/full_2492945AmericaFrontccc.jpg,Sony Interactive Entertainment,Guerrilla Cambridge,,0.23,0.11,0.02,0.06,0.04,2016-10-13,2018-11-27
Rebel Galaxy Outlaw,Open-World Action,,5.4,123.0,PC,77,24,/games/boxart/full_5481972AmericaFrontccc.jpg,Double Damage Games,Double Damage Games,,,,,,,2019-08-13,2019-07-21
Soldier of Fortune: Payback,FPS,Rated M For Mature,4.8,12.0,PC,45,13,/games/boxart/full_8223384AmericaFrontccc.jpg,Activision,Cauldron Ltd.,,,,,,,2007-11-14,
Soldier of Fortune: Payback,FPS,Rated M For Mature,4.8,12.0,X360,50,35,/games/boxart/5272542ccc.jpg,Activision,Cauldron Ltd.,,0.2,0.18,,0.0,0.02,2007-11-13,
Soldier of Fortune: Payback,FPS,Rated M For Mature,4.8,12.0,PS3,50,14,/games/boxart/full_8543253AmericaFrontccc.jpg,Activision,Cauldron Ltd.,,0.15,0.12,,0.02,0.02,2007-11-14,
Orcs Must Die! 2,Defense,Rated T For Teen,7.9,563.0,PC,83,43,/games/boxart/default.jpg,Robot Entertainment,Unknown,,,,,,,2012-07-30,
Avatar: The Last Airbender,Action Adventure,Rated E +10 For Everyone +10,6.9,7.0,XB,63,13,/games/boxart/2765992ccc.jpg,THQ,AWE Games,,,,,,,2006-10-10,
Avatar: The Last Airbender,Action Adventure,Rated E +10 For Everyone +10,6.9,7.0,PS2,59,12,/games/boxart/860259ccc.jpg,THQ,AWE Games,,,,,,,2006-10-10,
Avatar: The Last Airbender,Action Adventure,Rated E +10 For Everyone +10,6.9,7.0,PSP,57,9,/games/boxart/7702729ccc.jpg,THQ,AWE Games,6.0,0.11,0.1,,0.0,0.01,2006-10-10,
Avatar: The Last Airbender,Action Adventure,Rated E +10 For Everyone +10,6.9,7.0,DS,64,9,/games/boxart/full_6678952AmericaFrontccc.jpg,THQ,AWE Games,,0.33,0.3,,0.01,0.02,2006-10-10,
Avatar: The Last Airbender,Action Adventure,Rated E +10 For Everyone +10,6.9,7.0,Wii,56,15,/games/boxart/9132130ccc.jpg,THQ,AWE Games,,0.28,0.23,,0.02,0.02,2006-11-13,
Avatar: The Last Airbender,Action Adventure,Rated E +10 For Everyone +10,6.9,7.0,GBA,64,4,/games/boxart/1858729ccc.jpg,THQ,AWE Games,6.5,,,,,,2006-10-10,
Avatar: The Last Airbender,Action Adventure,Rated E +10 For Everyone +10,6.9,7.0,GC,60,10,/games/boxart/3505758ccc.jpg,THQ,AWE Games,5.5,0.5,0.39,,0.1,0.01,2006-10-10,
Kengo: Master of Bushido,3D Fighting,Rated M For Mature,7.7,7.0,PS2,62,13,/games/boxart/1930944ccc.jpg,Crave Entertainment,LightWeight,,0.39,0.16,0.06,0.13,0.04,2001-01-03,
Avatar: The Last Airbender - The Burning Earth,Action Adventure,Rated E +10 For Everyone +10,4.0,17.0,X360,54,7,/games/boxart/full_3053553AmericaFrontccc.jpg,THQ,THQ Australia,,0.13,0.11,,0.01,0.01,2007-11-19,
Avatar: The Last Airbender - The Burning Earth,Action Adventure,Rated E +10 For Everyone +10,4.0,17.0,PS2,52,4,/games/boxart/3410149ccc.jpg,THQ,THQ Australia,,0.42,0.21,,0.16,0.05,2007-10-16,
Avatar: The Last Airbender - The Burning Earth,Action Adventure,Rated E +10 For Everyone +10,4.0,17.0,DS,64,4,/games/boxart/2073274ccc.jpg,THQ,TOSE Software,,0.34,0.31,,0.0,0.03,2007-10-16,
Avatar: The Last Airbender - The Burning Earth,Action Adventure,Rated E +10 For Everyone +10,4.0,17.0,Wii,58,4,/games/boxart/10167ccc.jpg,THQ,THQ Australia,,0.25,0.23,,0.0,0.02,2007-10-16,
Star Trek: New Worlds,Strategy,Rated T For Teen,3.5,,PC,52,23,/games/boxart/full_933454AmericaFrontccc.jpg,Interplay,14 Degrees East,,,,,,,2000-09-07,
World Tour Soccer 06,Soccer Sim,Rated E For Everyone,,,PSP,72,44,/games/boxart/3603623ccc.jpg,Sony Computer Entertainment,SCEE London Studio,,0.07,0.07,,0.0,0.01,2006-06-27,
The Rumble Fish 2,2D Fighting,Rated T For Teen,4.6,5.0,NS,69,5,/games/boxart/full_6310656AmericaFrontccc.jpg,Unknown,Dimps Corporation,,,,,,,12/7/2022,2022-12-09
The Rumble Fish 2,2D Fighting,Rated T For Teen,4.6,5.0,PC,tbd,1,/games/boxart/full_5608510AmericaFrontccc.jpg,Unknown,Dimps Corporation,,,,,,,12/7/2022,2022-12-09
The Rumble Fish 2,2D Fighting,Rated T For Teen,4.6,5.0,PS5,68,10,/games/boxart/full_7242446AmericaFrontccc.jpg,Unknown,Dimps Corporation,,,,,,,12/7/2022,2022-12-09
Mario Tennis,Tennis,Rated E For Everyone,8.7,160.0,N64,91,16,/games/boxart/4102422ccc.jpg,Nintendo,Camelot Software Planning,8.8,,,,,,2000-08-28,
We Happy Few,Action Adventure,Rated M For Mature,5.9,238.0,PC,62,66,/games/boxart/full_3577727PALFrontccc.jpg,Gearbox Software,Compulsion Games,,,,,,,2018-08-10,
We Happy Few,Action Adventure,Rated M For Mature,5.9,238.0,XOne,64,17,/games/boxart/full_5651077AmericaFrontccc.jpg,Gearbox Software,Compulsion Games,,0.09,0.07,,0.01,0.01,2018-08-10,2018-09-17
We Happy Few,Action Adventure,Rated M For Mature,5.9,238.0,PS4,67,13,/games/boxart/full_4596046AmericaFrontccc.jpg,Gearbox Software,Compulsion Games,,0.14,0.08,,0.04,0.02,2018-08-10,2018-09-17
Coffin Dodgers,Auto Racing,Rated T For Teen,4.7,25.0,NS,55,5,/games/boxart/full_4731823AmericaFrontccc.png,Wales Interactive Ltd.,Milky Tea,,,,,,,2018-03-13,2018-03-23
Turning Point: Fall of Liberty,FPS,Rated T For Teen,4.6,24.0,X360,43,44,/games/boxart/4688182ccc.jpg,Codemasters,Spark Unlimited,4.3,0.29,0.23,,0.04,0.02,2008-02-26,
Turning Point: Fall of Liberty,FPS,Rated T For Teen,4.6,24.0,PC,39,18,/games/boxart/3794917ccc.jpg,Codemasters,Spark Unlimited,,0.0,,,0.0,,2008-02-26,
Turning Point: Fall of Liberty,FPS,Rated T For Teen,4.6,24.0,PS3,42,28,/games/boxart/1045708ccc.jpg,Codemasters,Spark Unlimited,,0.24,0.21,,0.01,0.02,2008-02-26,
ZombiU,Survival,Rated M For Mature,7.7,794.0,WiiU,77,70,/games/boxart/full_5099160AmericaFrontccc.jpg,Ubisoft,Ubisoft Montpellier,6.9,0.84,0.35,0.05,0.37,0.07,2012-11-18,2020-08-02
4PM,First-Person Adventure,,4.1,27.0,PC,41,7,/games/boxart/full_9505053AmericaFrontccc.jpg,4PM Game LTD,4PM Game LTD,,,,,,,2014-07-09,2018-08-01
Steel Horizon,Turn-Based Strategy,Rated E +10 For Everyone +10,,,DS,42,15,/games/boxart/7455689ccc.gif,Konami,Climax Group,,0.01,0.01,,,0.0,2007-03-20,
Steel Horizon,Turn-Based Strategy,Rated E +10 For Everyone +10,,,PSP,tbd,2,/games/boxart/3882173ccc.jpg,Konami,Climax Group,,0.01,0.01,,,0.0,2007-07-02,
Vasara Collection,Compilation,Rated T For Teen,7.5,12.0,NS,74,7,/games/boxart/full_2150310AmericaFrontccc.jpg,QUByte Interactive,QUByte Interactive,,,,,,,2019-08-15,2019-08-09
Vasara Collection,Compilation,Rated T For Teen,7.5,12.0,PS4,tbd,3,/games/boxart/full_1552600AmericaFrontccc.jpg,QUByte Interactive,QUByte Interactive,,,,,,,2020-12-01,2019-08-09
Vasara Collection,Compilation,Rated T For Teen,7.5,12.0,XOne,73,7,/games/boxart/full_6737096AmericaFrontccc.jpg,QUByte Interactive,QUByte Interactive,,,,,,,2019-08-14,2019-08-09
Vasara Collection,Compilation,Rated T For Teen,7.5,12.0,PSV,tbd,1,/games/boxart/full_3762326AmericaFrontccc.jpg,QUByte Interactive,QUByte Interactive,,,,,,,2020-12-01,2019-08-09
Divekick,2D Fighting,Rated T For Teen,6.9,49.0,PC,73,5,/games/boxart/full_6607256AmericaFrontccc.jpg,Namco Networks America Inc.,Unknown,,,,,,,2013-08-20,
Divekick,2D Fighting,Rated T For Teen,6.9,49.0,PS3,65,18,/games/boxart/default.jpg,Namco Networks America Inc.,Unknown,,,,,,,2013-08-20,
Divekick,2D Fighting,Rated T For Teen,6.9,49.0,PSV,70,6,/games/boxart/default.jpg,Namco Networks America Inc.,Unknown,,,,,,,2013-08-20,
Divekick,2D Fighting,Rated T For Teen,6.9,49.0,PS4,tbd,1,/games/boxart/default.jpg,Namco Networks America Inc.,Unknown,,,,,,,2013-11-15,
Divekick,2D Fighting,Rated T For Teen,6.9,49.0,XOne,tbd,3,/games/boxart/default.jpg,Namco Networks America Inc.,Namco Networks America Inc.,,,,,,,2020-12-31,
Freedom Fighters,Tactical Third Person Shooter,Rated T For Teen,7.7,36.0,PC,80,16,/games/boxart/full_7672335AmericaFrontccc.jpg,Electronic Arts,IO Interactive,,,,,,,2003-10-01,
Freedom Fighters,Tactical Third Person Shooter,Rated T For Teen,7.7,36.0,PS2,81,26,/games/boxart/6605010ccc.jpg,Electronic Arts,IO Interactive,,0.52,0.25,,0.2,0.07,2003-10-01,
Freedom Fighters,Tactical Third Person Shooter,Rated T For Teen,7.7,36.0,XB,82,23,/games/boxart/1955670ccc.jpg,Electronic Arts,IO Interactive,,0.23,0.17,,0.05,0.01,2003-10-01,
Freedom Fighters,Tactical Third Person Shooter,Rated T For Teen,7.7,36.0,GC,83,15,/games/boxart/2289095ccc.jpg,Electronic Arts,IO Interactive,8.8,0.13,0.1,,0.03,0.0,2003-10-01,
Golden Sun: Dark Dawn,JRPG,Rated E +10 For Everyone +10,8.1,117.0,DS,79,63,/games/boxart/full_golden-sun-dark-dawn_3AmericaFront.jpg,Nintendo,Camelot Software Planning,8.0,0.81,0.53,0.13,0.1,0.05,2010-11-29,
Rogue Legacy,2D Platformer,,7.9,717.0,PC,85,43,/games/boxart/full_285676AmericaFrontccc.jpg,Cellar Door Games,Unknown,,,,,,,2013-06-27,
Rogue Legacy,2D Platformer,,7.9,717.0,PS4,85,22,/games/boxart/full_7616424AmericaFrontccc.jpg,Cellar Door Games,Cellar Door Games,,,,,,,2014-07-29,
Rogue Legacy,2D Platformer,,7.9,717.0,PSV,85,7,/games/boxart/full_6411212AmericaFrontccc.jpg,Cellar Door Games,Cellar Door Games,,,,,,,2014-07-29,
Rogue Legacy,2D Platformer,,7.9,717.0,PS3,tbd,3,/games/boxart/full_5523615AmericaFrontccc.jpg,Cellar Door Games,Cellar Door Games,,,,,,,2014-07-29,
Rogue Legacy,2D Platformer,,7.9,717.0,XOne,84,6,/games/boxart/full_3106014AmericaFrontccc.jpg,Cellar Door Games,Cellar Door Games,,,,,,,2015-05-27,
Medal of Honor: Above and Beyond,Light Gun,Rated M For Mature,6.4,48.0,PC,66,32,/games/boxart/full_2446403AmericaFrontccc.jpg,Electronic Arts,Respawn Entertainment,,,,,,,2020-12-11,2019-10-29
The Mark of Kri,3D Beat-'Em-Up,Rated M For Mature,6.8,27.0,PS2,80,37,/games/boxart/full_7375445AmericaFrontccc.jpg,Sony Computer Entertainment,SCE San Diego Studio,,0.46,0.22,,0.18,0.06,2002-07-29,2018-09-24
Blades of Time,3D Beat-'Em-Up,Rated M For Mature,6.7,34.0,X360,52,23,/games/boxart/full_7819783AmericaFrontccc.jpg,Konami Digital Entertainment,Gaijin Games Inc.,,0.1,0.07,0.0,0.02,0.01,2012-03-06,
Blades of Time,3D Beat-'Em-Up,Rated M For Mature,6.7,34.0,PS3,53,19,/games/boxart/default.jpg,Konami Digital Entertainment,Gaijin Games Inc.,,0.1,0.04,0.01,0.03,0.01,2012-03-06,
Blades of Time,3D Beat-'Em-Up,Rated M For Mature,6.7,34.0,PC,63,6,/games/boxart/full_8572941AmericaFrontccc.jpg,Unknown,Gaijin Entertainment,,,,,,,3/6/2012,2019-03-23
NASCAR Heat 5,Auto Racing Sim,Rated E For Everyone,6.4,17.0,PS4,63,7,/games/boxart/full_9653985AmericaFrontccc.jpg,Motorsport Games,704Games,,,,,,,2020-07-10,2020-06-03
NASCAR Heat 5,Auto Racing Sim,Rated E For Everyone,6.4,17.0,PC,tbd,3,/games/boxart/full_3056195AmericaFrontccc.jpg,Motorsport Games,704Games,,,,,,,2020-07-10,2020-06-03
NASCAR Heat 5,Auto Racing Sim,Rated E For Everyone,6.4,17.0,XOne,69,9,/games/boxart/full_7123040AmericaFrontccc.jpg,Motorsport Games,704Games,,,,,,,2020-07-10,2020-06-03
Urban Reign,3D Beat-'Em-Up,Rated T For Teen,8.6,62.0,PS2,60,44,/games/boxart/9080981ccc.jpg,Namco,Namco,7.5,0.08,0.04,,0.03,0.01,2005-09-13,
Dragon Ball Z: Taiketsu,2D Fighting,Rated T For Teen,4.9,16.0,GBA,40,23,/games/boxart/9802230ccc.gif,Atari,Webfoot Technologies,3.8,1.08,0.77,,0.29,0.02,2003-11-24,
Sid Meier's Civilization V,4X Strategy,Rated E +10 For Everyone +10,8.1,3018.0,PC,90,70,/games/boxart/full_sid-meiers-civilization-v_1AmericaFront.jpg,2K Games,Firaxis Games,8.9,,,,,,2010-09-21,
Capcom vs. SNK,2D Fighting,Rated T For Teen,8.1,22.0,DC,80,17,/games/boxart/full_9790386AmericaFrontccc.jpg,Capcom,Capcom,8.8,0.22,,0.22,,,2000-11-09,
Diplomacy,Board,Rated E For Everyone,4.6,9.0,PC,58,23,/games/boxart/full_diplomacy_332AmericaFront.jpg,Paradox Interactive,Paradox Interactive,,0.0,,,0.0,0.0,2005-10-04,
Phantom Brave,Turn-Based Tactics,Rated T For Teen,8.4,20.0,PS2,81,40,/games/boxart/8327052ccc.jpg,NIS America,Nippon Ichi Software,,0.14,0.07,,0.05,0.02,2004-08-31,
Pro Evolution Soccer 2018,Soccer Sim,Rated E For Everyone,7.3,375.0,XOne,82,11,/games/boxart/full_1465976PALFrontccc.jpg,Konami Digital Entertainment,Konami Digital Entertainment,,0.12,0.06,,0.05,0.01,2017-09-12,2018-04-24
Pro Evolution Soccer 2018,Soccer Sim,Rated E For Everyone,7.3,375.0,PC,81,10,/games/boxart/full_316619PALFrontccc.jpg,Konami Digital Entertainment,Konami Digital Entertainment,,0.01,,,0.01,0.0,2017-09-12,2018-04-24
Pro Evolution Soccer 2018,Soccer Sim,Rated E For Everyone,7.3,375.0,PS4,83,54,/games/boxart/full_3838301PALFrontccc.jpg,Konami Digital Entertainment,Konami Digital Entertainment,,0.75,0.12,0.19,0.36,0.09,2017-09-12,2018-04-24
The Legend of Spyro: A New Beginning,3D Platformer,Rated E +10 For Everyone +10,7.0,82.0,XB,69,13,/games/boxart/full_the-legend-of-spyro-a-new-beginning_936AmericaFront.jpg,Sierra Entertainment,Krome Studios,6.4,,,,,,2006-10-10,
The Legend of Spyro: A New Beginning,3D Platformer,Rated E +10 For Everyone +10,7.0,82.0,PS2,64,22,/games/boxart/full_the-legend-of-spyro-a-new-beginning_695AmericaFront.jpg,Sierra Entertainment,Krome Studios,6.3,,,,,,2006-10-10,
The Legend of Spyro: A New Beginning,3D Platformer,Rated E +10 For Everyone +10,7.0,82.0,GC,67,13,/games/boxart/full_the-legend-of-spyro-a-new-beginning_575AmericaFront.jpg,Sierra Entertainment,Krome Studios,6.5,0.19,0.15,,0.04,0.01,2006-10-10,
The Legend of Spyro: A New Beginning,3D Platformer,Rated E +10 For Everyone +10,7.0,82.0,DS,68,10,/games/boxart/full_the-legend-of-spyro-a-new-beginning_911AmericaFront.jpg,Sierra Entertainment,Amaze Entertainment,7.1,0.37,0.33,,0.01,0.03,2006-10-17,
Fight Crab,3D Fighting,Rated E +10 For Everyone +10,7.2,10.0,NS,70,13,/games/boxart/full_9797048AmericaFrontccc.jpg,Playism,Calappa Games,,,,,,,2020-09-15,2020-07-27
Fight Crab,3D Fighting,Rated E +10 For Everyone +10,7.2,10.0,PC,60,18,/games/boxart/full_8660936AmericaFrontccc.jpg,Playism,Calappa Games,,,,,,,2020-07-30,2020-07-27
Venture Kid,2D Platformer,Rated E +10 For Everyone +10,6.9,10.0,PC,tbd,2,/games/boxart/full_9735758AmericaFrontccc.jpg,Snikkabo AS,FDG Entertainment,,,,,,,2018-05-03,2018-05-18
Star Fox 64,Rail Shooter,,8.8,302.0,N64,88,16,/games/boxart/6520536ccc.jpg,Nintendo,Nintendo EAD,9.0,,,,,,1997-07-01,
Divinity II: The Dragon Knight Saga,Compilation,Rated M For Mature,7.9,61.0,X360,72,13,/games/boxart/full_divinity-ii-the-dragon-knight-saga_63AmericaFront.jpg,Atlus,Larian Studios,7.5,0.13,0.11,,0.02,0.01,2011-04-12,
Divinity II: The Dragon Knight Saga,Compilation,Rated M For Mature,7.9,61.0,PC,82,9,/games/boxart/full_divinity-ii-the-dragon-knight-saga_856AmericaFront.jpg,Focus Home Interactive,Larian Studios,,,,,,,2010-11-05,
The Legend of Zelda: Majora's Mask,Open-World Action,Rated E For Everyone,9.1,1714.0,N64,95,27,/games/boxart/6629690ccc.jpg,Nintendo,Nintendo EAD,9.3,,,,,,2000-10-25,
SimCity DS,Management,Rated E For Everyone,5.3,7.0,DS,69,27,/games/boxart/full_7485775AmericaFrontccc.jpg,Electronic Arts,Aki Corporation,,0.6,0.33,0.21,0.03,0.03,2007-06-19,
The Church in the Darkness,Open-World Action,Rated M For Mature,4.5,8.0,PS4,58,12,/games/boxart/full_5131494AmericaFrontccc.jpg,Paranoid Productions,Paranoid Productions,,,,,,,2019-08-02,2019-07-11
The Church in the Darkness,Open-World Action,Rated M For Mature,4.5,8.0,PC,65,8,/games/boxart/full_7027145AmericaFrontccc.jpg,Paranoid Productions,Paranoid Productions,,,,,,,2019-08-02,2018-02-11
The Church in the Darkness,Open-World Action,Rated M For Mature,4.5,8.0,XOne,58,9,/games/boxart/full_9475725AmericaFrontccc.jpg,Paranoid Productions,Paranoid Productions,,,,,,,2019-08-02,2019-07-11
The Church in the Darkness,Open-World Action,Rated M For Mature,4.5,8.0,NS,69,4,/games/boxart/full_8468350AmericaFrontccc.jpg,Paranoid Productions,Paranoid Productions,,,,,,,2019-08-02,2019-07-24
Shinsekai: Into the Depths,2D Platformer,Rated E +10 For Everyone +10,8.3,31.0,iOS,75,6,/games/boxart/full_3389891AmericaFrontccc.jpg,Unknown,Capcom,,,,,,,3/26/2020,2020-04-08
Shinsekai: Into the Depths,2D Platformer,Rated E +10 For Everyone +10,8.3,31.0,NS,78,23,/games/boxart/full_8777994AmericaFrontccc.jpg,Capcom,Capcom,,,,,,,2020-03-26,2020-04-03
Dark Reign 2,Real-Time Strategy,Rated T For Teen,6.5,13.0,PC,77,26,/games/boxart/full_4288220AmericaFrontccc.jpg,Activision,Pandemic Studios,,,,,,,2000-06-30,
LittleBigPlanet,2D Platformer,Rated E For Everyone,8.1,1414.0,PS3,95,85,/games/boxart/full_2499488AmericaFrontccc.jpg,Sony Computer Entertainment,Media Molecule,9.4,,,,,,2008-10-28,
LittleBigPlanet,2D Platformer,Rated E For Everyone,8.1,1414.0,PSP,87,68,/games/boxart/full_9186411AmericaFrontccc.jpg,Sony Computer Entertainment,SCEE Cambridge,8.8,2.61,0.65,0.01,1.27,0.68,2009-11-17,2018-12-03
Shenmue II,Open-World Action,Rated T For Teen,8.9,150.0,XB,80,31,/games/boxart/5793246ccc.jpg,Microsoft,Sega-AM2,7.9,0.32,0.22,,0.08,0.01,2002-10-28,
Perimeter: Emperor's Testament,Real-Time Strategy,Rated E +10 For Everyone +10,7.3,7.0,PC,72,15,/games/boxart/full_1844976PALFrontccc.jpg,Paradox Interactive,KD Lab,,,,,,,2006-09-04,
Rio,Party,Rated E +10 For Everyone +10,7.2,6.0,DS,59,5,/games/boxart/full_rio_910AmericaFront.jpg,THQ,TBA,,0.16,0.12,,0.03,0.01,2011-04-12,
Rio,Party,Rated E +10 For Everyone +10,7.2,6.0,Wii,tbd,1,/games/boxart/full_rio_1AmericaFront.jpg,THQ,TBA,,0.18,0.13,,0.04,0.01,2011-04-12,
